Артикул;Цена_Розничная;Доступно
320013;229;1
320014;223;1
320015;223;1
320016;223;1
320017;223;1
320018;223;1
320019;223;1
320020;244;1
320021;316;1
320022;316;1
320023;223;1
320024;308;1
320025;308;1
320026;308;1
320027;221;1
320028;372;1
320029;372;1
320030;203;1
320031;372;1
320032;360;1
320033;360;1
320034;360;1
320035;372;1
320036;372;1
320037;203;1
320038;372;1
320039;372;1
320040;289;1
320041;404;1
320042;404;1
320043;394;1
320044;394;1
320045;394;1
320046;426;1
320047;426;1
320048;426;1
320049;426;1
320050;426;1
320051;426;1
320052;425;1
320053;425;1
320054;67;1
320055;67;1
320056;67;1
320057;99;1
320058;67;1
320059;191;1
320060;163;1
320061;163;1
320062;163;1
320063;116;1
320064;163;1
320065;163;1
320066;163;1
320067;163;1
320068;111;1
320069;111;1
320070;259;1
320071;254;1
320072;254;1
320073;156;1
320074;254;1
320075;156;1
320076;125;1
320077;156;1
320078;156;1
320079;156;1
320080;254;1
320081;365;1
320082;365;1
320083;296;1
320084;296;1
320085;296;1
320086;296;1
320087;296;1
320088;296;1
320089;628;1
320090;515;1
320091;628;1
320092;426;1
320093;446;1
320094;675;1
320095;324;1
320096;324;1
320097;324;1
320098;101;1
320099;101;1
320100;229;1
320101;220;1
320102;284;1
320103;284;1
320104;284;1
320105;284;1
320106;300;1
320107;586;1
320108;650;1
320109;586;1
320110;300;1
320111;300;1
320112;581;1
320113;541;1
320114;99;1
320115;99;1
320116;434;1
320117;0;0
320118;333;1
320119;304;1
320120;478;1
320121;478;1
320122;581;1
320123;581;1
320124;581;1
320125;586;1
320126;586;1
320127;586;1
320128;586;1
320129;586;1
320130;365;1
320131;365;1
320132;365;1
320133;272;1
320134;460;1
320135;502;1
320136;105;1
320137;96;1
320138;294;1
320139;135;1
320140;321;1
320141;280;1
320142;480;1
320143;121;1
320144;426;1
320145;359;1
320146;618;1
320147;452;1
320148;406;1
320149;699;1
320150;592;1
320151;3186;1
320152;2210;1
320153;774;1
320154;894;1
320155;1314;1
320156;1448;1
320157;1850;1
320158;2481;1
320159;983;1
320160;983;1
320161;1768;1
320162;1768;1
320163;658;1
320164;763;1
320165;1101;1
320166;1575;1
320167;1970;1
320168;2423;1
320169;2190;1
320170;515;1
320171;575;1
320172;890;1
320173;993;1
320174;1538;1
320175;1746;1
320176;1695;1
320177;372;1
320178;515;1
320179;890;1
320180;1538;1
320181;701;1
320182;1218;1
320183;946;1
320184;833;1
320185;1426;1
320186;1426;1
320187;514;1
320188;514;1
320189;768;1
320190;770;1
320191;641;1
320192;946;1
320193;723;1
320194;1188;1
320195;1080;1
320196;833;1
320197;46;1
320198;79;1
320199;29;1
320200;991;1
320201;969;1
320202;426;1
320203;733;1
320204;623;1
320205;1418;1
320206;790;1
320207;125;1
320208;160;1
320209;137;1
320210;148;1
320211;0;0
320212;117;1
320213;212;1
320214;91;1
320215;139;1
320216;91;1
320217;185;1
320218;185;1
320219;185;1
320220;27;1
320221;25;1
320222;458;1
320223;624;1
320224;140;1
320225;215;1
320226;312;1
320227;150;1
320228;345;1
320229;313;1
320230;218;1
320231;343;1
320232;413;1
320233;215;1
320234;345;1
320235;127;1
320236;31;1
320237;1803;1
320238;1286;1
320239;675;1
320240;1054;1
320241;1076;1
320242;1076;1
320243;900;1
320244;728;1
320245;891;1
320246;389;1
320247;443;1
320248;624;1
320249;764;1
320250;220;1
320251;694;1
320252;573;1
320253;202;1
320254;116;1
320255;309;1
320256;276;1
320257;61;1
320258;130;1
320259;233;1
320260;816;1
320261;477;1
320262;662;1
320263;816;1
320264;756;1
320265;774;1
320266;703;1
320267;899;1
320268;764;1
320269;799;1
360010;92;1
360011;74;1
360012;92;1
360013;30;1
360014;38;1
360015;51;1
360016;92;1
360017;57;1
360018;85;1
360019;85;1
360020;74;1
360021;85;1
360022;36;1
360023;92;1
360024;51;1
360025;74;1
360026;75;1
360027;53;1
360028;60;1
360029;94;1
360030;69;1
360031;44;1
360032;57;1
360033;57;1
360034;38;1
360035;72;1
360036;75;1
360037;23;1
360038;35;1
360039;52;1
360040;44;1
360041;72;1
360042;48;1
360043;51;1
360044;100;1
360045;72;1
350010;244;1
350011;182;1
350012;182;1
350013;279;1
350014;279;1
350015;153;1
350016;153;1
350017;244;1
350018;244;1
350019;244;1
350020;264;1
350021;264;1
350022;0;0
350023;198;1
350024;198;1
350025;198;1
350026;198;1
350027;156;1
350028;156;1
350029;156;1
350030;156;1
350031;156;1
350032;156;1
350033;143;1
350034;151;1
350035;151;1
350036;182;1
350037;204;1
350038;182;1
350039;204;1
350040;182;1
350041;143;1
350042;143;1
350043;143;1
350044;248;1
350045;218;1
350046;218;1
350047;248;1
350048;169;1
350049;169;1
350050;248;1
350051;169;1
350052;248;1
350053;169;1
350054;248;1
350055;169;1
350056;248;1
350057;169;1
350058;248;1
350059;131;1
350060;169;1
350061;248;1
350062;218;1
350063;218;1
350064;218;1
350065;218;1
350066;217;1
350067;218;1
350068;218;1
350069;169;1
350070;218;1
350071;218;1
350072;169;1
350073;248;1
350074;248;1
350075;169;1
350076;248;1
350077;248;1
350078;202;1
350079;202;1
350080;202;1
350081;233;1
350082;233;1
350083;233;1
350084;283;1
350085;190;1
350086;190;1
350087;0;0
350088;190;1
350089;233;1
350090;233;1
350091;190;1
350092;190;1
350093;283;1
350094;216;1
350095;216;1
350096;178;1
350097;178;1
350098;238;1
350099;216;1
350100;216;1
350101;216;1
350102;216;1
350103;178;1
350104;178;1
350105;238;1
350106;216;1
350107;178;1
350108;216;1
350109;178;1
350110;178;1
350111;216;1
350112;178;1
350113;178;1
350114;238;1
350115;216;1
350116;0;0
350117;178;1
350118;238;1
350119;0;0
350120;216;1
350121;244;1
350122;264;1
350123;156;1
350124;156;1
350125;198;1
350126;0;0
350127;187;1
350128;226;1
350129;226;1
350130;226;1
350131;187;1
350132;187;1
350133;187;1
350134;226;1
350135;187;1
350136;0;0
350137;168;1
350138;218;1
350139;248;1
350140;168;1
350141;218;1
350142;334;1
350143;256;1
350144;256;1
350145;256;1
350146;256;1
350147;256;1
350148;256;1
350149;256;1
350150;256;1
350151;256;1
350152;256;1
350153;256;1
350154;256;1
350155;256;1
350156;256;1
350157;256;1
350158;280;1
350159;280;1
350160;280;1
350161;280;1
350162;238;1
350163;238;1
350164;238;1
350165;280;1
350166;243;1
350167;243;1
350168;243;1
350169;243;1
350170;256;1
350171;307;1
350172;307;1
350173;256;1
350174;256;1
350175;256;1
350176;256;1
350177;256;1
350178;256;1
350179;256;1
350180;256;1
350181;256;1
350182;256;1
350183;307;1
350184;256;1
350185;256;1
350186;256;1
350187;256;1
350188;256;1
350189;256;1
350190;256;1
350191;256;1
350192;243;1
350193;243;1
350194;143;1
350195;170;1
350196;170;1
350197;303;1
350198;277;1
350199;235;1
350200;277;1
350201;235;1
350202;277;1
350203;235;1
350204;235;1
350205;235;1
350206;277;1
350207;303;1
350208;286;1
350209;303;1
350210;303;1
350211;235;1
350212;277;1
350213;488;1
350214;488;1
350215;488;1
350216;334;1
350217;334;1
350218;334;1
350219;334;1
350220;334;1
350221;309;1
350222;264;1
350223;309;1
350224;316;1
350225;316;1
350226;309;1
350227;316;1
350228;309;1
350229;264;1
350230;216;1
350231;216;1
350232;178;1
350233;216;1
350234;216;1
350235;216;1
350236;216;1
350237;178;1
350238;238;1
350239;216;1
350240;216;1
350241;178;1
350242;178;1
350243;238;1
350244;178;1
350245;280;1
350246;280;1
350247;334;1
350248;334;1
350249;334;1
350250;334;1
350251;334;1
350252;287;1
350253;287;1
350254;287;1
350255;287;1
350256;287;1
350257;273;1
350258;273;1
350259;303;1
350260;235;1
350261;277;1
350262;303;1
350263;303;1
350264;287;1
330010;220;1
330011;72;1
330012;237;1
330013;329;1
330014;237;1
330015;198;1
330016;198;1
330017;198;1
330018;237;1
330019;329;1
330020;241;1
330021;241;1
330022;241;1
330023;241;1
330024;199;1
330025;241;1
330026;87;1
330027;329;1
330028;237;1
330029;108;1
330030;108;1
330031;279;1
330032;279;1
330033;279;1
330034;279;1
330035;333;1
330036;279;1
330037;762;1
330038;257;1
330039;381;1
330040;381;1
330041;381;1
330042;381;1
330043;257;1
330044;257;1
330045;257;1
330046;257;1
330047;257;1
330048;257;1
330049;329;1
330050;237;1
330051;415;1
330052;415;1
330053;186;1
330054;186;1
330055;186;1
330056;316;1
330057;316;1
330058;316;1
330059;316;1
330060;316;1
330061;364;1
330062;316;1
330063;364;1
330064;364;1
330065;364;1
330066;316;1
330067;316;1
330068;524;1
330069;524;1
330070;524;1
330071;524;1
330072;524;1
330073;524;1
330074;524;1
330075;524;1
330076;279;1
330077;279;1
330078;279;1
330079;1300;1
330080;501;1
330081;1300;1
330082;501;1
330083;3130;1
330084;3130;1
330085;874;1
330086;1112;1
330087;221;1
330088;0;0
330089;221;1
330090;221;1
330091;237;1
330092;237;1
330093;199;1
330094;241;1
330095;241;1
330096;199;1
330097;199;1
330098;241;1
330099;199;1
330100;241;1
330101;199;1
330102;241;1
330103;199;1
330104;241;1
330105;199;1
330106;241;1
330107;199;1
330108;241;1
330109;241;1
330110;199;1
330111;241;1
330112;241;1
330113;241;1
330114;199;1
330115;241;1
330116;241;1
330117;241;1
330118;241;1
330119;199;1
330120;86;1
330121;294;1
330122;294;1
330123;294;1
330124;294;1
330125;294;1
330126;294;1
330127;294;1
330128;294;1
330129;191;1
330130;191;1
330131;191;1
330132;191;1
330133;191;1
330134;191;1
330135;191;1
330136;191;1
330137;191;1
330138;191;1
330139;191;1
330140;191;1
330141;191;1
330142;191;1
330143;198;1
330144;198;1
330145;198;1
330146;198;1
330147;198;1
330148;0;0
330149;198;1
330150;198;1
330151;147;1
330152;430;1
330153;430;1
330154;430;1
330155;176;1
330156;430;1
330157;430;1
330158;;
330159;;
330160;430;1
330161;430;1
330162;0;0
330163;1702;1
330164;194;1
330165;251;1
330166;251;1
330167;251;1
330168;251;1
330169;251;1
330170;251;1
330171;251;1
330172;316;1
330173;641;1
330174;73;1
330175;73;1
330176;73;1
330177;73;1
330178;94;1
330179;176;1
330180;176;1
330181;139;1
330182;118;1
330183;135;1
330184;107;1
330185;107;1
330186;107;1
330187;139;1
330188;139;1
330189;139;1
330190;135;1
330191;118;1
330192;118;1
330193;60;1
330194;60;1
330195;60;1
330196;114;1
330197;94;1
330198;114;1
330199;94;1
330200;94;1
330201;81;1
330202;205;1
330203;205;1
330204;81;1
330205;147;1
330206;147;1
330207;121;1
330208;121;1
330209;121;1
330210;121;1
330211;121;1
330212;121;1
330213;282;1
330214;0;0
330215;0;0
330216;0;0
330217;73;1
330218;276;1
330219;276;1
330220;276;1
330221;478;1
330222;478;1
330223;478;1
330224;478;1
330225;478;1
330226;478;1
330227;192;1
330228;192;1
330229;192;1
330230;192;1
330231;192;1
330232;192;1
330233;220;1
330234;220;1
330235;0;0
330236;254;1
330237;176;1
330238;229;1
330239;254;1
330240;229;1
330241;229;1
330242;229;1
330243;229;1
330244;229;1
330245;229;1
330246;229;1
330247;229;1
330248;229;1
330249;229;1
330250;229;1
330251;229;1
330252;229;1
330253;176;1
330254;111;1
330255;111;1
330256;111;1
330257;111;1
330258;105;1
330259;195;1
330260;195;1
330261;195;1
330262;465;1
330263;195;1
330264;195;1
330265;195;1
330266;195;1
330267;195;1
330268;0;0
330269;195;1
330270;465;1
330271;195;1
330272;0;0
330273;195;1
330274;195;1
330275;195;1
330276;195;1
330277;465;1
330278;465;1
330279;195;1
330280;0;0
330281;195;1
330282;195;1
330283;195;1
330284;195;1
330285;195;1
330286;195;1
330287;195;1
330288;195;1
330289;195;1
330290;415;1
330291;415;1
330292;208;1
330293;170;1
330294;170;1
330295;0;0
330296;170;1
330297;170;1
330298;216;1
330299;204;1
330300;358;1
330301;252;1
330302;426;1
330303;426;1
330304;426;1
330305;276;1
330306;276;1
330307;276;1
330308;207;1
330309;252;1
330310;207;1
330311;464;1
330312;252;1
330313;464;1
330314;207;1
330315;256;1
330316;229;1
330317;229;1
330318;229;1
330319;0;0
330320;229;1
330321;229;1
330322;229;1
330323;229;1
330324;229;1
330325;229;1
330326;256;1
330327;256;1
330328;172;1
330329;789;1
330330;458;1
330331;260;1
330332;207;1
330333;212;1
330334;276;1
330335;276;1
330336;114;1
330337;87;1
330338;143;1
330339;90;1
330340;43;1
330341;43;1
330342;348;1
330343;109;1
330344;109;1
330345;63;1
330346;77;1
330347;75;1
330348;146;1
330349;65;1
330350;104;1
330351;330;1
330352;334;1
330353;225;1
330354;330;1
330355;330;1
330356;165;1
330357;165;1
330358;127;1
330359;183;1
330360;165;1
330361;124;1
330362;183;1
330363;183;1
330364;183;1
330365;183;1
330366;234;1
330367;165;1
330368;165;1
330369;82;1
330370;48;1
330371;48;1
330372;48;1
330373;48;1
330374;48;1
330375;86;1
330376;109;1
330377;109;1
330378;283;1
330379;283;1
330380;144;1
330381;144;1
330382;144;1
330383;144;1
330384;144;1
330385;216;1
330386;75;1
330387;63;1
330388;82;1
330389;82;1
330390;130;1
330391;82;1
330392;66;1
330393;66;1
330394;62;1
330395;60;1
330396;169;1
330397;169;1
330398;169;1
330399;333;1
330400;320;1
330401;390;1
330402;100;1
330403;0;0
330404;0;0
330405;213;1
330406;213;1
330407;213;1
330408;213;1
330409;213;1
330410;69;1
330411;69;1
330412;69;1
330413;220;1
330414;157;1
330415;0;0
330416;130;1
330417;373;1
330418;139;1
330419;139;1
330420;109;1
330421;62;1
330422;62;1
330423;62;1
330424;62;1
330425;117;1
330426;117;1
330427;;
330428;117;1
330429;117;1
330430;138;1
330431;138;1
330432;290;1
330433;146;1
330434;77;1
330435;144;1
330436;356;1
330437;356;1
330438;356;1
330439;107;1
330440;107;1
330441;243;1
330442;268;1
330443;21;1
330444;36;1
330445;36;1
330446;48;1
330447;48;1
330448;42;1
330449;51;1
330450;66;1
330451;66;1
330452;66;1
330453;35;1
330454;21;1
330455;16;1
330456;21;1
330457;21;1
330458;21;1
330459;21;1
330460;92;1
330461;92;1
330462;73;1
330463;73;1
330464;92;1
330465;27;1
330466;23;1
330467;23;1
330468;23;1
330469;40;1
330470;40;1
330471;40;1
330472;27;1
330473;51;1
330474;51;1
330475;51;1
330476;51;1
330477;51;1
330478;40;1
330479;17;1
330480;17;1
330481;17;1
330482;17;1
330483;51;1
330484;51;1
330485;21;1
330486;20;1
330487;20;1
330488;20;1
330489;20;1
330490;20;1
330491;30;1
330492;30;1
330493;30;1
330494;30;1
330495;30;1
330496;30;1
330497;30;1
330498;30;1
330499;30;1
330500;30;1
330501;49;1
330502;49;1
330503;49;1
330504;49;1
330505;49;1
330506;56;1
330507;56;1
330508;35;1
330509;35;1
330510;35;1
330511;28;1
330512;35;1
330513;43;1
330514;66;1
330515;66;1
330516;66;1
330517;185;1
330518;134;1
330519;134;1
330520;122;1
330521;122;1
330522;122;1
330523;98;1
330524;118;1
330525;118;1
330526;98;1
330527;98;1
330528;98;1
330529;98;1
330530;118;1
330531;118;1
330532;98;1
330533;98;1
330534;117;1
330535;117;1
330536;117;1
330537;117;1
330538;213;1
330539;213;1
330540;44;1
330541;44;1
330542;213;1
330543;129;1
330544;129;1
330545;129;1
330546;83;1
330547;83;1
330548;83;1
330549;83;1
330550;83;1
330551;83;1
330552;83;1
330553;83;1
330554;83;1
330555;117;1
330556;140;1
330557;117;1
330558;22;1
330559;22;1
330560;22;1
330561;117;1
330562;62;1
330563;62;1
330564;62;1
330565;55;1
330566;91;1
330567;91;1
330568;72;1
330569;72;1
330570;69;1
330571;69;1
330572;42;1
330573;42;1
330574;42;1
330575;42;1
330576;42;1
330577;42;1
330578;42;1
330579;177;1
330580;177;1
330581;177;1
330582;0;0
330583;213;1
330584;142;1
330585;105;1
330586;144;1
330587;295;1
330588;515;1
330589;553;1
330590;;
330591;343;1
330592;532;1
330593;532;1
330594;532;1
330595;356;1
330596;257;1
330597;339;1
330598;339;1
330599;178;1
330600;178;1
330601;430;1
330602;;
330603;129;1
330604;129;1
330605;129;1
330606;139;1
330607;200;1
330608;164;1
330609;164;1
330610;179;1
330611;79;1
330612;72;1
330613;72;1
330614;72;1
330615;144;1
330616;147;1
330617;131;1
330618;169;1
330619;66;1
330620;279;1
330621;279;1
330622;279;1
330623;279;1
330624;279;1
330625;276;1
330626;404;1
330627;404;1
330628;274;1
330629;404;1
330630;404;1
330631;404;1
330632;404;1
330633;404;1
330634;404;1
330635;274;1
330636;274;1
330637;404;1
330638;762;1
330639;762;1
330640;762;1
330641;762;1
330642;381;1
330643;381;1
330644;381;1
330645;257;1
330646;337;1
330647;259;1
330648;337;1
330649;337;1
330650;337;1
330651;337;1
330652;257;1
330653;257;1
330654;257;1
330655;257;1
330656;257;1
330657;257;1
330658;257;1
330659;237;1
330660;329;1
330661;329;1
330662;237;1
330663;329;1
330664;237;1
330665;329;1
330666;237;1
330667;329;1
330668;237;1
330669;1337;1
330670;415;1
330671;415;1
330672;186;1
330673;267;1
330674;267;1
330675;186;1
330676;186;1
330677;267;1
330678;186;1
330679;267;1
330680;;
330681;267;1
330682;316;1
330683;364;1
330684;316;1
330685;316;1
330686;364;1
330687;364;1
330688;364;1
330689;316;1
330690;316;1
330691;316;1
330692;364;1
330693;316;1
330694;316;1
330695;364;1
330696;364;1
330697;309;1
330698;364;1
330699;316;1
330700;498;1
330701;279;1
330702;279;1
330703;163;1
330704;279;1
330705;279;1
330706;498;1
330707;498;1
330708;498;1
330709;498;1
330710;498;1
330711;498;1
330712;498;1
330713;498;1
330714;498;1
330715;279;1
330716;279;1
330717;163;1
330718;498;1
330719;279;1
330720;279;1
330721;163;1
330722;279;1
330723;163;1
330724;279;1
330725;279;1
330726;163;1
330727;279;1
330728;279;1
330729;279;1
330730;279;1
330731;279;1
330732;163;1
330733;279;1
330734;279;1
330735;163;1
330736;279;1
330737;163;1
330738;163;1
330739;279;1
330740;163;1
330741;163;1
330742;163;1
330743;163;1
330744;163;1
330745;163;1
330746;163;1
330747;163;1
330748;163;1
330749;101;1
330750;101;1
330751;556;1
330752;556;1
330753;163;1
330754;279;1
330755;279;1
330756;498;1
330757;279;1
330758;279;1
330759;163;1
330760;163;1
330761;279;1
330762;279;1
330763;279;1
330764;279;1
330765;279;1
330766;3130;1
330767;3130;1
330768;480;1
330769;1286;1
330770;480;1
330771;480;1
330772;1286;1
330773;1286;1
330774;480;1
330775;1286;1
330776;480;1
330777;1286;1
330778;480;1
330779;480;1
330780;304;1
330781;229;1
330782;263;1
330783;361;1
330784;535;1
330785;253;1
330786;405;1
330787;0;0
330788;0;0
330789;0;0
330790;170;1
330791;69;1
330792;221;1
330793;221;1
330794;221;1
330795;221;1
330796;237;1
330797;237;1
330798;255;1
330799;298;1
330800;309;1
330801;368;1
330802;0;0
330803;255;1
330804;255;1
330805;309;1
330806;255;1
330807;229;1
330808;229;1
330809;229;1
330810;229;1
330811;229;1
330812;229;1
330813;99;1
330814;99;1
330815;99;1
330816;241;1
330817;199;1
330818;199;1
330819;241;1
330820;199;1
330821;241;1
330822;199;1
330823;241;1
330824;199;1
330825;241;1
330826;199;1
330827;199;1
330828;241;1
330829;241;1
330830;199;1
330831;199;1
330832;86;1
330833;86;1
330834;241;1
330835;241;1
330836;241;1
330837;241;1
330838;241;1
330839;241;1
330840;241;1
330841;241;1
330842;199;1
330843;241;1
330844;199;1
330845;241;1
330846;241;1
330847;199;1
330848;199;1
330849;241;1
330850;294;1
330851;294;1
330852;294;1
330853;294;1
330854;294;1
330855;294;1
330856;294;1
330857;191;1
330858;237;1
330859;237;1
330860;237;1
330861;237;1
330862;237;1
330863;378;1
330864;237;1
330865;237;1
330866;237;1
330867;237;1
330868;237;1
330869;237;1
330870;237;1
330871;191;1
330872;237;1
330873;237;1
330874;237;1
330875;378;1
330876;237;1
330877;191;1
330878;237;1
330879;191;1
330880;191;1
330881;237;1
330882;191;1
330883;237;1
330884;237;1
330885;237;1
330886;237;1
330887;378;1
330888;191;1
330889;237;1
330890;237;1
330891;237;1
330892;191;1
330893;237;1
330894;257;1
330895;257;1
330896;257;1
330897;257;1
330898;0;0
330899;257;1
330900;257;1
330901;0;0
330902;0;0
330903;257;1
330904;257;1
330905;371;1
330906;0;0
330907;257;1
330908;257;1
330909;430;1
330910;430;1
330911;430;1
330912;430;1
330913;430;1
330914;430;1
330915;430;1
330916;430;1
330917;430;1
330918;781;1
330919;430;1
330920;430;1
330921;430;1
330922;430;1
330923;430;1
330924;1702;1
330925;251;1
330926;251;1
330927;251;1
330928;251;1
330929;194;1
330930;251;1
330931;251;1
330932;194;1
330933;316;1
330934;276;1
330935;276;1
340010;163;1
340011;103;1
340012;195;1
340013;195;1
340014;47;1
340015;57;1
340016;85;1
340017;120;1
340018;108;1
340019;56;1
340020;56;1
340021;56;1
340022;56;1
340023;139;1
340024;139;1
340025;56;1
340026;56;1
340027;209;1
340028;339;1
340029;56;1
340030;164;1
340031;282;1
340032;282;1
340033;199;1
340034;130;1
340035;199;1
340036;164;1
340037;282;1
340038;209;1
340039;56;1
340040;209;1
340041;209;1
340042;339;1
340043;339;1
340044;209;1
340045;209;1
340046;56;1
340047;56;1
340048;56;1
340049;130;1
340050;209;1
340051;56;1
340052;151;1
340053;264;1
340054;116;1
340055;208;1
340056;311;1
340057;116;1
340058;130;1
340059;199;1
340060;209;1
340061;311;1
340062;311;1
340063;70;1
340064;130;1
340065;92;1
340066;92;1
340067;244;1
340068;244;1
340069;92;1
340070;244;1
340071;92;1
340072;244;1
340073;172;1
340074;155;1
340075;70;1
340076;70;1
340077;203;1
340078;203;1
340079;99;1
340080;134;1
340081;139;1
340082;155;1
340083;155;1
340084;155;1
340085;295;1
340086;295;1
340087;345;1
340088;74;1
340089;345;1
340090;345;1
340091;130;1
340092;169;1
340093;74;1
340094;74;1
340095;195;1
340096;169;1
340097;74;1
340098;74;1
340099;74;1
340100;130;1
340101;195;1
340102;142;1
340103;155;1
340104;77;1
340105;77;1
340106;88;1
340107;218;1
340108;378;1
340109;88;1
340110;88;1
340111;218;1
340112;218;1
340113;378;1
340114;88;1
340115;378;1
340116;88;1
340117;218;1
340118;77;1
340119;88;1
340120;88;1
340121;218;1
340122;378;1
340123;88;1
340124;218;1
340125;102;1
340126;218;1
340127;87;1
340128;218;1
340129;87;1
340130;87;1
340131;218;1
340132;35;1
340133;61;1
340134;72;1
340135;72;1
340136;82;1
340137;87;1
340138;100;1
340139;100;1
340140;100;1
340141;82;1
340142;100;1
340143;100;1
340144;100;1
340145;82;1
340146;315;1
340147;112;1
340148;239;1
340149;304;1
340150;282;1
340151;304;1
340152;156;1
340153;169;1
340154;200;1
340155;278;1
340156;176;1
340157;261;1
340158;272;1
340159;160;1
340160;156;1
340161;156;1
340162;261;1
340163;156;1
340164;261;1
340165;156;1
340166;261;1
340167;156;1
340168;261;1
340169;156;1
340170;442;1
340171;143;1
340172;124;1
340173;239;1
340174;77;1
340175;142;1
340176;77;1
340177;77;1
340178;;
340179;124;1
340180;124;1
340181;239;1
340182;124;1
340183;124;1
340184;239;1
340185;143;1
340186;60;1
340187;176;1
340188;112;1
340189;315;1
340190;90;1
340191;52;1
340192;205;1
340193;176;1
340194;112;1
340195;90;1
340196;60;1
340197;52;1
340198;90;1
340199;176;1
340200;315;1
340201;60;1
340202;60;1
340203;386;1
340204;386;1
340205;193;1
340206;405;1
340207;173;1
340208;173;1
340209;198;1
340210;234;1
340211;99;1
340212;221;1
340213;130;1
340214;130;1
340215;127;1
340216;237;1
340217;237;1
340218;127;1
340219;319;1
340220;319;1
340221;319;1
340222;212;1
340223;212;1
340224;104;1
340225;250;1
340226;250;1
340227;142;1
340228;213;1
340229;213;1
340230;250;1
340231;104;1
340232;142;1
340233;264;1
340234;203;1
340235;459;1
340236;124;1
340237;0;0
340238;0;0
340239;210;1
340240;237;1
310010;78;1
310011;62;1
310012;300;1
310013;246;1
310014;246;1
310015;300;1
310016;30;1
310017;31;1
310018;56;1
310019;324;1
310020;65;1
310021;69;1
310022;108;1
310023;334;1
310024;276;1
310025;220;1
310026;65;1
310027;65;1
310028;339;1
310029;200;1
310030;417;1
310031;243;1
310032;243;1
310033;209;1
310034;243;1
310035;86;1
310036;86;1
310037;86;1
310038;86;1
310039;86;1
310040;86;1
310041;86;1
310042;188;1
310043;188;1
310044;187;1
310045;210;1
310046;309;1
310047;334;1
310048;295;1
310049;44;1
310050;44;1
310051;44;1
310052;44;1
310053;31;1
310054;31;1
310055;51;1
310056;31;1
310057;38;1
310058;30;1
310059;30;1
310060;30;1
310061;30;1
310062;30;1
310063;31;1
310064;151;1
310065;95;1
310066;83;1
310067;70;1
310068;90;1
310069;151;1
310070;83;1
310071;151;1
310072;83;1
310073;66;1
310074;39;1
310075;39;1
310076;39;1
310077;44;1
310078;39;1
310079;107;1
310080;107;1
310081;107;1
310082;53;1
310083;109;1
310084;109;1
310085;109;1
310086;109;1
310087;137;1
310088;137;1
310089;83;1
310090;83;1
310091;53;1
310092;83;1
310093;83;1
310094;53;1
310095;83;1
310096;48;1
310097;109;1
310098;109;1
310099;109;1
310100;179;1
310101;109;1
310102;137;1
310103;137;1
310104;88;1
310105;137;1
310106;83;1
310107;80;1
310108;124;1
310109;188;1
310110;178;1
310111;149;1
310112;149;1
310113;148;1
310114;149;1
310115;148;1
310116;148;1
310117;137;1
310118;134;1
310119;134;1
310120;180;1
310121;233;1
310122;221;1
310123;221;1
310124;188;1
310125;225;1
310126;304;1
310127;220;1
310128;222;1
310129;86;1
310130;86;1
310131;86;1
310132;86;1
310133;407;1
310134;108;1
310135;108;1
310136;108;1
310137;168;1
310138;168;1
310139;168;1
310140;157;1
310141;157;1
310142;163;1
310143;163;1
310144;182;1
310145;163;1
310146;163;1
310147;163;1
310148;163;1
310149;82;1
310150;82;1
310151;163;1
310152;163;1
310153;243;1
310154;168;1
310155;209;1
310156;182;1
310157;243;1
310158;321;1
310159;321;1
310160;23;1
310161;23;1
310162;25;1
310163;126;1
310164;3266;1
310165;137;1
310166;137;1
310167;137;1
310168;137;1
310169;52;1
310170;150;1
310171;307;1
310172;283;1
310173;247;1
310174;107;1
310175;107;1
310176;216;1
310177;0;0
310178;68;1
310179;134;1
310180;0;0
310181;0;0
310182;159;1
310183;99;1
310184;127;1
310185;127;1
310186;130;1
310187;129;1
310188;84;1
310189;82;1
310190;82;1
310191;138;1
310192;178;1
310193;178;1
310194;256;1
310195;95;1
310196;55;1
310197;85;1
310198;95;1
310199;217;1
310200;217;1
310201;264;1
310202;217;1
310203;178;1
310204;138;1
310205;217;1
310206;107;1
310207;264;1
310208;217;1
310209;78;1
310210;48;1
310211;178;1
310212;178;1
310213;178;1
310214;137;1
310215;208;1
310216;506;1
310217;356;1
310218;44;1
310219;264;1
310220;0;0
310221;209;1
310222;107;1
310223;107;1
310224;196;1
310225;205;1
310226;185;1
310227;185;1
310228;185;1
310229;196;1
310230;212;1
310231;399;1
310232;399;1
310233;346;1
310234;212;1
310235;151;1
310236;399;1
310237;62;1
310238;62;1
310239;62;1
310240;111;1
310241;;
310242;143;1
310243;143;1
310244;194;1
310245;194;1
310246;165;1
310247;124;1
310248;166;1
310249;194;1
310250;143;1
310251;242;1
310252;202;1
310253;165;1
310254;138;1
310255;194;1
310256;62;1
310257;62;1
310258;324;1
310259;144;1
310260;183;1
310261;144;1
310262;183;1
310263;270;1
310264;212;1
310265;183;1
310266;223;1
310267;223;1
310268;107;1
310269;223;1
310270;9366;1
310271;1060;1
310272;1059;1
310273;1589;1
310274;848;1
310275;921;1
310276;1381;1
310277;1589;1
310278;848;1
310279;848;1
310280;2286;1
310281;2173;1
310282;2286;1
310283;3583;1
310284;6723;1
310285;16493;1
310286;6723;1
310287;848;1
310288;1589;1
310289;1829;1
310290;12990;1
310291;10962;1
310292;14019;1
310293;6723;1
310294;4265;1
