"Категории";"Основная категория";"Показывать товар";"Артикул";"Короткое название";"Характеристики";"Описание товара";"Цена_Трансазия";"Цена_Розничная";"Бренд";"Фотографии";"Цена_Зачеркнутая";"Сопутствующие товары";"Похожие товары"
"Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос";"Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос";1;570222;"PALETTE крем-краска для волос Фитолиния  Золотистый орех 670";"(Характеристики товара (Косметика и уход))Тип товара:Краски для волос;
(Характеристики товара (Косметика и уход))Бренд:PALETTE;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:4015100190984;
(Характеристики товара (Косметика и уход))Объем:110 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00037745";"<p>
Стойкая крем-краска для волос PALETTE Фитолиния принадлежит линейке красок на основе питательных масел и экстракта жожоба. Компоненты объединены в увлажняющую витаминную формулу с красящими пигментами. Глубоко проникает в структуру волоса и фиксирует сияющие пигменты для длительной интенсивности цвета и превосходного закрашивания седины. Входящее в состав масло Арганы – уникальное природное средство, которое является абсолютным рекордсменом среди растительных масел по содержанию витаминов A, Е и F. Теперь Ваши волосы потрясающе упругие, естественные и сияющие. Благодаря минимальному присутствию аммиака и содержанию натуральных компонентов волосы получают минимальные повреждения после окрашивания, сохраняют мягкость, шелковистость, обретают яркость и блеск.</p>
<br>
Рекомендации по применению:
<br>
<p>
Выдавите содержимое тюбика и флакона с проявляющей эмульсией в мисочку. Тщательно перемешайте и нанесите на волосы. После 30 минут воздействия хорошо промойте волосы и нанесите Кондиционер-уход с маслами, находящийся в упаковке. </p>
<br>
Состав упаковки:
<br>
<li>
Стойкая крем-краска (50 мл)
<li>
Проявляющая эмульсия 6 % (50 мл)
<li>
Кондиционер-уход для волос (10 мл)
<li>
Одноразовые перчатки
<li>
Инструкция по применению
<br>
Особенности продукта:
<br>
<li>
Оттенок Золотистый орех
<li>
Подходит для всех типов волос
<li>
Закрашивание седины на 100 %
<li>
Защита от вымывания на 6-8 недель
<li>
Удобно наносится и не течет
<li>
С ухаживающими ингредиентами
<li>
Мягкие и ухоженные волосы
<br>
Состав крем краски:
Аqua, cetearyl alcohol, ammonium hydroxide, glyceryl stearate, ceteareth-20, octyldodecanol, sodium laureth sulfate, sodium cetearyl sulfate, serine, simmondsia chinensis seed oil, parfum, oleic acid, potassium stearate, glycerin, tetrasodium edta, carbomer, potassium hydroxide, ascorbic acid, linoleamidopropyl pg-dimonium chloride phosphate, propylene glycol, sodium sulfate.
<br>
Состав проявляющей эмульсии:
Аqua, paraffinum liquidum, hydrogen peroxide, cetearyl alcohol, peg-40 castor oil, sodium cetearyl sulfate, etidronic acid, potassium hydroxide, 2,6-dicarboxypyridine, disodium pyrophosphate, sodium benzoate,, блонд-активатор:, potassium persulfate, silica, potassium sulfate.
<br>";131;164;"PALETTE";"/storage/photo/original/h/palette-krem-kraska-dlya-volos-fitoliniya-zolotistij-oreh-670.jpg";173;"FRUCTIS шампунь Рост во всю силу 250 мл;PANTENE Бальзам-ополаскиватель Интенсивное восстановление 200 мл;ABSOLUT Жидкое мыло Алоэ 250 гр";"SHOCKWAVES лак для волос Sleek & Shine 250 мл;CAMAY гель для душа Вечная Любовь 230 мл;PALETTE крем-краска для волос Фитолиния  Золотистый орех 670"
"Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос";"Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос";1;570223;"SCHWARZKOPF крем-бондинг для волос BlondMe Paint-On Lightener Обесцвечивающий  250 мл";"(Характеристики товара (Косметика и уход))Тип товара:Краски для волос;
(Характеристики товара (Косметика и уход))Бренд:SCHWARZKOPF;
(Характеристики товара (Косметика и уход))Для кого:Для женщин;
(Характеристики товара (Косметика и уход))Страна происхождения:ГЕРМАНИЯ;
(Характеристики товара (Косметика и уход))EAN:4045787369878;
(Характеристики товара (Косметика и уход))Объем:250 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00046586";"<p> Обеспечивает до 7 уровней осветления с защитой структуры волос. Крем BlondMe Paint-On Lightener – это идеальный по консистенции продукт обесцвечивания для техник «свободной руки». Безаммиачная формула обеспечивает до 7 уровней осветления
Интегрированная Бондинг-технология защищает структуру волос и минимизирует повреждения в процессе обесцвечивания. </p>
<br>";1265;1581;"SCHWARZKOPF";"/storage/photo/original/h/schwarzkopf-krem-bonding-dlya-volos-blondme-paint-on-lightener-obescvechivayushij-250-ml.png";;"FRESHLIGHT гель для душа с экстрактом цветка Пиона для девочек 300 мл;AUSSIE Бальзам-ополаскиватель Miracle Moist 250 мл;WELLAFLEX лак для укладки волос Контроль над Непослушными Волосами экстра-сильной фиксации 250 мл";"МОИ КУДРЯШКИ Шампунь С карамелькой 250 гр;JOHNSON'S Baby Шампунь 300 мл;SCHWARZKOPF крем-бондинг для волос BlondMe Paint-On Lightener Обесцвечивающий  250 мл"
"Косметика и Уход/Уход за волосами/Средства для укладки и моделирования";"Косметика и Уход/Уход за волосами/Средства для укладки и моделирования";1;570224;"WELLAFLEX лак для тонких волос Объем суперсильной фиксации  250 мл";"(Характеристики товара (Косметика и уход))Тип товара:Лаки для укладки;
(Характеристики товара (Косметика и уход))Бренд:WELLA;
(Характеристики товара (Косметика и уход))Страна происхождения:ГЕРМАНИЯ;
(Характеристики товара (Косметика и уход))EAN:4056800888641;
(Характеристики товара (Косметика и уход))Сила фиксации:5;
(Характеристики товара (Косметика и уход))Объем:250 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00000705";"Лак для волос суперсильной фиксации WELLAFLEX Объем для тонких волос -->
<br>
<p>
Лак для укладки волос придаст желаемый стиль Вашим волосам и сохранит созданную укладку в течение долгого времени. Не склеивает волосы и легко удаляется расческой. Помогает защитить ваши волосы от вредного воздействия солнечных лучей.
<br>
</p>
ОСОБЕННОСТИ ПРОДУКТА:
<li>Высокая степень фиксации
<li>Не склеивает волосы";219;274;"WELLA";"/storage/photo/original/h/wellaflex-lak-dlya-tonkih-volos-obem-supersilnoj-fiksacii-250-ml.jpg";;"LONDA крем-краска для волос стойкая Черный 11;CAMAY гель для душа Secret Bliss Тайное блаженство 250 мл;PALETTE крем-краска для волос Интенсивный цвет Чёрный N1";"TRESEMME бальзам-ополаскиватель Luminous Nutrition 400 мл;JOHNSON'S Baby Шампунь Перед сном 500 мл;WELLAFLEX лак для тонких волос Объем суперсильной фиксации  250 мл"
"Косметика и Уход/Уход за волосами/Средства для укладки и моделирования";"Косметика и Уход/Уход за волосами/Средства для укладки и моделирования";1;570225;"ПРЕЛЕСТЬ лак для волос экстрасильной  фиксации Классик 200 мл";"(Характеристики товара (Косметика и уход))Тип товара:Лаки для укладки;
(Характеристики товара (Косметика и уход))Бренд:ПРЕЛЕСТЬ;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:4600104004698;
(Характеристики товара (Косметика и уход))Сила фиксации:5;
(Характеристики товара (Косметика и уход))Объем:200 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00021042";"Лак для волос экстрасильной фиксации ПРЕЛЕСТЬ Классик --><br><p>Лак для укладки волос придаст желаемый стиль Вашим волосам и сохранит созданную укладку в течение долгого времени. Не склеивает волосы и легко удаляется расческой. Помогает защитить ваши волосы от вредного воздействия солнечных лучей.</p><br><br>ОСОБЕННОСТИ ПРОДУКТА:<li>Сильная степень фиксации</li><li>Не склеивает волосы</li>";94;118;"ПРЕЛЕСТЬ";"/storage/photo/original/h/prelest-lak-dlya-volos-ekstrasilnoj-fiksacii-klassik-200-ml.jpg";;"TRESEMME бальзам-ополаскиватель Diamond Strength 400 мл;GARNIER крем-краска для волос Color Sensation роскошный каштан 3.0;PANTENE Бальзам-ополаскиватель Aqua Light 400 мл";"HEAD & SHOULDERS шампунь Контроль над Жирностью для мужчин 200 мл;DOVE крем-гель для душа Фисташковый Крем и Магнолия 250 мл;ПРЕЛЕСТЬ лак для волос экстрасильной  фиксации Классик 200 мл"
"Косметика и Уход/Уход за волосами/Средства для укладки и моделирования";"Косметика и Уход/Уход за волосами/Средства для укладки и моделирования";1;570226;"GOT2B  гель для укладки PhenoMENal для мужчин 150 мл";"(Характеристики товара (Косметика и уход))Тип товара:Гели для укладки;
(Характеристики товара (Косметика и уход))Бренд:GOT2B;
(Характеристики товара (Косметика и уход))Серия:PhenoMENal;
(Характеристики товара (Косметика и уход))Для кого:Для мужчин;
(Характеристики товара (Косметика и уход))Страна происхождения:Словения;
(Характеристики товара (Косметика и уход))EAN:4015100203790;
(Характеристики товара (Косметика и уход))Объем:150 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00037347";"<p>
Стайлинг-гель GOT2B PhenoMENal принадлежит линейке стайлинг средств для мужчин. Придает волосам легкую текстуру и здоровый блеск. Легкая формула не склеивает и не утяжеляет волосы. Идеален для волос средней длины и любителей стрижки андеркат. Гель с сильной фиксации. Подойдет для особых случаев, когда необходимо, чтобы прическа держалась на протяжении всего дня. Этот продукт хорош тем, что, несмотря на сильную фиксацию, он практически не заметен на волосах, и не склеивает их. Продукт отлично держится в течение дня и не оставляет чувства липкости при касании волос. </p>
<br>
Особенности Продукта:
<br>
<li>
Для мужчин
<li>
Подходит для всех типов волос
<li>
Сверхсильная фиксация
<li>
Моделирует прическу
<li>
Придает блеск и надежно фиксирует
<li>
Без эффекта липкости
<br>
Состав:
Aqua, Glycerin, PEG-32, PVP, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Parfum · Panthenol, DMDM Hydantoin, Citronellol, Linalool, Limonene.
<br>";478;598;"GOT2B";"/storage/photo/original/h/got2b-gel-dlya-ukladki-phenomenal-dlya-muzhchin-150-ml.jpg";;"DESSANGE шампунь Экстра питание 250 мл;LOREAL Тонирующий спрей для корней волос Magic Retouch Каштановый;LE PETIT MARSEILLAIS Гель для душа Белый персик и нектарин 250 мл";"LONDA TREND лак для волос сильной фиксации Длительная фиксация и блеск 250 мл;SHAMTU бальзам-ополаскиватель Питание с экстрактом Ромашки 200 мл;GOT2B  гель для укладки PhenoMENal для мужчин 150 мл"
"Косметика и Уход/Уход за лицом/Кремы для лица";"Косметика и Уход/Уход за лицом/Кремы для лица";1;570227;"ЧИСТАЯ ЛИНИЯ Фито-крем для лица Дневной Анрика и  Жимолость от 45 лет 45 мл";"(Характеристики товара (Косметика и уход))Тип товара:Крем для лица;
(Характеристики товара (Косметика и уход))Бренд:ЧИСТАЯ ЛИНИЯ;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:4600702092479;
(Характеристики товара (Косметика и уход))Объем:45 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00038252";"<br><p>Кремы Чистая Линия обогащены комплексом [фитоКОЛЛАГЕН] из ростков и семян пшеницы. Дневной фито-крем c арникой и жимолостью “Фито-линия от 45 лет” эффективно увлажняет и питает кожу, разглаживает морщины. Активные натуральные компоненты комплекса [ФИТОколлаген] с ростками и семенами пшеницы, проникая в кожу, разглаживают ее, наполняют энергией и придают сияние. Уже через 16 дней восстанавливает контуры лица. Применение: Утром наносите крем на чистую кожу лица и шеи легкими круговыми движениями. После того, как крем впитается, при необходимости наносите повторно для более глубокого воздействия.</p><br><br>ОСОБЕННОСТИ ПРОДУКТА:<li>Мгновенно: разглаживает мелкие морщинки и подтягивает кожу*</li><li>За 16 дней: выраженный лифтинг-эффект</li><li>Заметно меньше морщин</li><li>Кожа гладкая и упругая</li><li>*Мгновенное действие подтверждено результатами потребительского тестирования: 100 респондентов, min 64% согласившихся, Россия, 2016.
Все потребительские свойства подтверждены результатами тестирования: 100 респондентов, min 95% согласившихся, Россия, 2016.</li>";154;192;"ЧИСТАЯ ЛИНИЯ";"/storage/photo/original/h/chistaya-liniya-fito-krem-dlya-lica-dnevnoj-anrika-i-zhimolost-ot-45-let-45-ml.jpg";;"LOREAL крем Возраст Эксперт 45+ вокруг глаз 50 мл;GARNIER Ambre Solaire крем после загара Эксперт Защита освежающий 200 мл;PAMPERS влажные салфетки Sensitive 12 шт";"ЧИСТАЯ ЛИНИЯ мицеллярная вода 3в1 для нормальной и комбинированной кожи 400 мл;EVO Крем Для Локтей и Коленей 46 мл;ЧИСТАЯ ЛИНИЯ Фито-крем для лица Дневной Анрика и  Жимолость от 45 лет 45 мл"
"Косметика и Уход/Уход за лицом/Кремы для лица";"Косметика и Уход/Уход за лицом/Кремы для лица";1;570228;"DIADEMINE крем для лица Lift + Увлажнение  дневной 50 мл";"(Характеристики товара (Косметика и уход))Тип товара:Крем дневной;
(Характеристики товара (Косметика и уход))Бренд:DIADEMINE;
(Характеристики товара (Косметика и уход))Страна происхождения:Словения;
(Характеристики товара (Косметика и уход))EAN:4015000506397;
(Характеристики товара (Косметика и уход))Объем:50 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00039306";"<p>
Крем для лица дневной DIADEMINE LIFT+ Увлажнение предназначен для деликатного ухода за кожей всех типов. Разработан на основе инновационной формулы с Коллаген-Активатором, которая воздействует на 5 различных типов коллагена в коже. При этом восстановление образования коллагена и объема коллагеновых волокон, отвечающих за эластичность и упругость, происходит на двух уровнях кожи. В результате этого процесса осуществляется глубокое увлажнение и длительный эффект лифтинга. В процессе регулярного использования будут заметны значительные результаты: упругая, гладкая, сияющая и отлично увлажненная кожа без морщинок. Крем может служить отличной основой под макияж. </p>
<br>
Особенности Продукта:
<br>
<li>
Для дневного применения
<li>
Эффект лифтинга и глубокое увлажнение
<li>
Антивозрастной уход
<li>
Формула с Коллаген-Активатором
<li>
Подходит для ежедневного применения
<br>
<br>
Состав:
Aqua, Caprylic/Capric Triglyceride, Glycerin, Hexanediol, Dicaprylyl Carbonate, Arachidyl Alcohol, Betaine, Cocoglycerides, Behenyl Alcohol, Butyrospermum Parkii Butter, Hydrolyzed Soy Protein, Dimethylsilanol Hyaluronate, Allantoin, Bisabolol, Tocopheryl Acetate, Panthenol, Palmitoyl Tetrapeptide-7, Palmitoyl Oligopeptide, Tocopherol, Arachidyl Glucoside, Isododecane, Butylene Glycol, Sodium Carbomer, Sodium Acrylate/Sodium Acryloyldimethyl Taurate , Polyisobutene, Dimethicone Crosspolymer, Pentylene Glycol, Sorbitan Oleate, Caprylyl/Capryl Glucoside, Hydrogenated Palm Glycerides Citrate, Coco-Glucoside, Sodium Lactate, Parfum, Phenoxyethanol, Ethylparaben, Methylparaben, CI 77891, CI 16035.";757;946;"DIADEMINE";"/storage/photo/original/h/diademine-krem-dlya-lica-lift-uvlazhnenie-dnevnoj-50-ml.jpg";;"МОЕ СОЛНЫШКО крем детский солнцезащитный SPF 50 55 мл;GARNIER молочко для снятия макияжа Основной Уход  Экстракт Винограда для нормальной и смешанной кожи 200 мл;LOREAL для кожи вокруг глаз Revitalift Филлер [ha] против морщин 15 мл";"БАРХАТНЫЕ РУЧКИ крем для рук Питательный 80 мл;PAMPERS влажные салфетки Sensitive 12 шт;DIADEMINE крем для лица Lift + Увлажнение  дневной 50 мл"
"Косметика и Уход/Уход за лицом/Кремы для лица";"Косметика и Уход/Уход за лицом/Кремы для лица";1;570229;"ЧИСТАЯ ЛИНИЯ Фито-крем для лица  Дневной Шлемник и Морошка от 55 лет 45 мл";"(Характеристики товара (Косметика и уход))Тип товара:Крем для лица;
(Характеристики товара (Косметика и уход))Бренд:ЧИСТАЯ ЛИНИЯ;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:4600702092486;
(Характеристики товара (Косметика и уход))Объем:45 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00040632";"<br><p>Кремы Чистая Линия обогащены комплексом [фитоКОЛЛАГЕН] из ростков и семян пшеницы. Дневной фито-крем “Шлемник и морошка” из линейки средств “Фито-линия от 55 лет” освежает цвет лица, наполняет кожу здоровьем и сиянием. Активные натуральные компоненты [ФИТОколлаген]-комплекса в составе крема восстанавливают контуры лица уже за 16 дней*, разглаживают кожу, делают ее более упругой. Применение: Утром наносите крем на чистую кожу лица и шеи легкими круговыми движениями. После того, как крем впитается, при необходимости наносите повторно для более глубокого воздействия.</p><br><br>ОСОБЕННОСТИ ПРОДУКТА:<li>Мгновенно: подтягивает кожу и интенсивно питает*</li><li>Заметный лифтинг-эффект уже через 16 дней</li><li>Контуры лица более чёткие</li><li>Кожа более гладкая и упругая</li><li>*Мгновенное действие подтверждено результатами потребительского тестирования: 100 респондентов, min 55% согласившихся, Россия, 2016.
Все потребительские свойства, включая эффект через 16 дней применения, подтверждены результатами тестирования: 100 респондентов, min 87% согласившихся, Россия, 2012.</li>";154;192;"ЧИСТАЯ ЛИНИЯ";"/storage/photo/original/h/chistaya-liniya-fito-krem-dlya-lica-dnevnoj-shlemnik-i-moroshka-ot-55-let-45-ml.jpg";;"JOHNSON'S Baby влажные салфетки детские Pure Protect 25 шт;ЧЕРНЫЙ ЖЕМЧУГ крем-сыворотка для лица и век  Самоомоложение Активатор лифтинг-Эффекта 46+ 30 мл;GARNIER молочко солнцезащитное детское Ambre Solaire SPF 30 200 мл";"БАРХАТНЫЕ РУЧКИ крем для рук Защитный 80 мл;DIADEMINE лосьон для снятия макияжа с глаз Бережное очищение 125 мл;ЧИСТАЯ ЛИНИЯ Фито-крем для лица  Дневной Шлемник и Морошка от 55 лет 45 мл"
"Косметика и Уход/Уход за лицом/Кремы для лица";"Косметика и Уход/Уход за лицом/Кремы для лица";1;570230;"ЧЕРНЫЙ ЖЕМЧУГ Крем для лица  BIO-программа 56+ 50 мл";"(Характеристики товара (Косметика и уход))Тип товара:Крем для лица;
(Характеристики товара (Косметика и уход))Бренд:ЧЕРНЫЙ ЖЕМЧУГ;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:4600702085983;
(Характеристики товара (Косметика и уход))Объем:50 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00041081";"<br><p>Крем для лица Черный Жемчуг BiOпрограмма 56+ - универсальный крем, подходящий как для дневного, так и для вечернего ухода за кожей лица.
Крем для лица Жемчуг BiOпрограмма 56+ разглаживает разные типы морщин: глубокие, мимические, зарождающиеся и эффективно подтягивает контуры лица и шеи.
Ваш результат – существенное сокращение количества морщин, более упругая и эластичная кожа и  более свежий и здоровый цвет лица.</p><br><br>ОСОБЕННОСТИ ПРОДУКТА:<li>Глубокие и мимические морщины разглажены</li><li>Контуры лица подтянуты</li><li>Более упругая и эластичная кожа</li><li>Более свежий и здоровый цвет лица</li><li>Интенсивно питает и увлажняет кожу</li><li>Устраняет сухость и шелушение</li><li>Оказывает заметный омолаживающий эффект</li>";183;229;"ЧЕРНЫЙ ЖЕМЧУГ";"/storage/photo/original/h/chernij-zhemchug-krem-dlya-lica-bio-programma-56-50-ml.jpg";;"МОЕ СОЛНЫШКО крем детский солнцезащитный SPF 30 55 мл;СОЛНЦЕ И ЛУНА влажные салфетки Для Детей с экстрактом алоэ 15 шт;GARNIER крем для кожи вокруг глаз Антивозрастной Уход активный лифтинг 45+ 15мл";"МАЛЕНЬКАЯ ФЕЯ крем для рук Happy Moments Детский 25 мл;DIADEMINE лосьон для снятия макияжа с глаз Бережное очищение 125 мл;ЧЕРНЫЙ ЖЕМЧУГ Крем для лица  BIO-программа 56+ 50 мл"
"Косметика и Уход/Уход за лицом/Кремы для лица";"Косметика и Уход/Уход за лицом/Кремы для лица";1;570231;"ЧИСТАЯ ЛИНИЯ Фито-крем для лица Ночной  Арника и Жимолость от 45 лет 45мл";"(Характеристики товара (Косметика и уход))Тип товара:Крем для лица;
(Характеристики товара (Косметика и уход))Бренд:ЧИСТАЯ ЛИНИЯ;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:4600702092462;
(Характеристики товара (Косметика и уход))Объем:45 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00041490";"<br><p>Кремы Чистая Линия обогащены комплексом [фитоКОЛЛАГЕН] из ростков и семян пшеницы. Уже через 16 дней восстанавливает контуры лица. Ночной крем с [ФИТОколлаген]-комплексом, арникой и жимолостью “Фито-линия от 45 лет” эффективно насыщает влагой и питает кожу в ночное время. Активные компоненты [ФИТОколлаген]-комплекса способствуют омоложению кожи: кожа разглаживается и наполняется энергией, цвет лица выглядит свежим, контуры шеи и лица становятся более четкими. Применение: Вечером наносите крем на чистую кожу лица и шеи круговыми движениями. После того, как крем впитается, при необходимости наносите повторно для блее глубокого воздействия.</p><br><br>ОСОБЕННОСТИ ПРОДУКТА:<li>Мгновенно: разглаживает мелкие морщины и подтягивает кожу*</li><li>За 16 дней выраженный лифтинг-эффект</li><li>Заметно меньше морщин</li><li>Кожа интенсивно увлажнена</li><li>Утром следы усталости исчезают</li><li>*Мгновенное действие подтверждено результатами потребительского тестирования: 100 респондентов, min 67% согласившихся, Россия, 2016.
Все потребительские свойства, включая эффект через 16 дней применения, подтверждены результатами тестирования: 100 респондентов, min 75% согласившихся, Россия, 2012.</li>";154;192;"ЧИСТАЯ ЛИНИЯ";"/storage/photo/original/h/chistaya-liniya-fito-krem-dlya-lica-nochnoj-arnika-i-zhimolost-ot-45-let-45ml.jpg";;"RAINBOW BEAUTY крем для рук Sense of Care с маслом Ши и Экстрактом Сакуры 35 г;LOREAL крем Увлажнение Эксперт вокруг глаз 50 мл;СОЛНЦЕ И ЛУНА влажные салфетки для детей Фитолиния с отваром череды и облепихи с крышкой 56 шт";"ЧИСТАЯ ЛИНИЯ Солнцезащитный спрей 20 SPF 160мл;DOVE мицеллярный гель для снятия макияжа С маслами 120 мл;ЧИСТАЯ ЛИНИЯ Фито-крем для лица Ночной  Арника и Жимолость от 45 лет 45мл"
"Косметика и Уход/Уход за лицом/Средства для умывания и снятия макияжа";"Косметика и Уход/Уход за лицом/Средства для умывания и снятия макияжа";1;570232;"GARNIER молочко для снятия макияжа Основной Уход  Экстракт Винограда для нормальной и смешанной кожи 200 мл";"(Характеристики товара (Косметика и уход))Тип товара:Очищающее для лица;
(Характеристики товара (Косметика и уход))Бренд:GARNIER;
(Характеристики товара (Косметика и уход))Страна происхождения:Германия;
(Характеристики товара (Косметика и уход))EAN:3600540006189;
(Характеристики товара (Косметика и уход))Объем:200 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00010851";"<br><p>Очищающие средства гаммы Основной Уход на 96% состоят из ингредиентов натурального происхождения. Молочко для снятия макияжа обогащено Экстрактом Винограда, известного как природный источник свежести. Молочко мягко, но эффективно удаляет макияж и загрязнения для идеально чистой и свежей кожи, сияющей здоровьем.</p><br><br>ОСОБЕННОСТИ ПРОДУКТА:";196;245;"GARNIER";"/storage/photo/original/h/garnier-molochko-dlya-snyatiya-makiyazha-osnovnoj-uhod-ekstrakt-vinograda-dlya-normalnoj-i-smeshannoj-kozhi-200-ml.jpg";;"AURA влажные салфетки Tropic Cocktail антибактериальные в ассортименте 15 шт;AURA влажные салфетки антибактериальные 72 шт;ЧИСТАЯ ЛИНИЯ скраб для лица Мягкий малина и косточки клюквы50 мл";"PAMPERS влажные салфетки Sensitive 4x56 шт;СОЛНЦЕ И ЛУНА влажные салфетки Нежное Прикосновение для детей 54 шт;GARNIER молочко для снятия макияжа Основной Уход  Экстракт Винограда для нормальной и смешанной кожи 200 мл"
"Косметика и Уход/Уход за лицом/Сыворотки и маски";"Косметика и Уход/Уход за лицом/Сыворотки и маски";1;570233;"ЧЕРНЫЙ ЖЕМЧУГ крем-сыворотка для лица и век  Самоомоложение Активатор лифтинг-Эффекта 46+ 30 мл";"(Характеристики товара (Косметика и уход))Тип товара:Для лица;
(Характеристики товара (Косметика и уход))Бренд:ЧЕРНЫЙ ЖЕМЧУГ;
(Характеристики товара (Косметика и уход))Страна происхождения:РОССИЯ;
(Характеристики товара (Косметика и уход))EAN:8714100718667;
(Характеристики товара (Косметика и уход))Объем:30 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00040932";"<p>
Крем-сыворотка для лица и век ЧЕРНЫЙ ЖЕМЧУГ Активатор лифтинг-Эффекта 46+ разработанная с учетом потребности кожи старше 46 лет. Сыворотка является уникальным активатором вашего уходового крема, проникая в глубокие слои кожи, она способна в 2 раза усилить действие крема, напитать, увлажнить и обогатить кожу полезными компонентами. Входящий в состав Self-complex запускает процесс самостоятельной выработки клетками кожи собственных омолаживающих веществ- коллагена, гиалурона и эластина. Видимо преображает кожу, улучшает цвет лица, выравнивает рельеф, мелкие морщинки становятся менее заметными. Кожа становится увлажненной и сияющей, более плотной и упругой.
</p>
<br>
Особенности Продукта:
<br>
<li>
Сокращение глубоких морщин </li>
<li>
Защита от UV–излучения </li>
<li>
Увлажнение 24 часа </li>
<li>
Кожа сияющая и упругая </li>
<br>
Состав:
Aqua, Cyclopentasiloxane, Propylene Glycol, Dimethicone, Alanine, Allantoin, Biosaccharide Gum-1, Butylene Glycol, Camellia Japonica Seed Oil, Caprylyl Glycol, Cholesterol, Dimethiconol, Dipropylene Glycol, Disodium EDTA, Ethylhexylglycerin, Ethylparaben, Glycerin, Hydrogenated Lecithin, Lecithin, Maltitol, Methylparaben, Niacinamide, Parfum, Phenoxyethanol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Retinyl Palmitate, Serine, Sodium Acrylates Copolymer, Sodium Benzoate, Sodium Hyaluronate, Tocopheryl Acetate, Verbena Officinalis Leaf Extract, Xanthan Gum. <br>";287;359;"ЧЕРНЫЙ ЖЕМЧУГ";"/storage/photo/original/h/chernij-zhemchug-krem-sivorotka-dlya-lica-i-vek-samoomolozhenie-aktivator-lifting-effekta-46-30-ml.jpg";;"ЧИСТАЯ ЛИНИЯ лосьон-тоник Василек для нормальной и комбинированной кожи 100 мл;CRACARE маска-сыворотка для лица Гиалуроновая;ORGANIC BEAUTY бальзам для рук и тела Питательный 500 мл";"ЧЕРНЫЙ ЖЕМЧУГ скраб для тела Идеальнаяя Кожа 200 мл;GARNIER драгоценное молочко красоты 250 мл;ЧЕРНЫЙ ЖЕМЧУГ крем-сыворотка для лица и век  Самоомоложение Активатор лифтинг-Эффекта 46+ 30 мл"
